question,answer
"What was the average household expenditure on Fruit, fruit preparations and nuts for Population centre 250,000 to 499,999 in 2021?",$874.0
"What was the average household expenditure on Vegetables and vegetable preparations for Population centre 250,000 to 499,999 in 2021?",$885.0
"What was the average household expenditure on Dairy products and eggs for Population centre 250,000 to 499,999 in 2021?",$1102.0
"What was the average household expenditure on Meat for Population centre 250,000 to 499,999 in 2021?",$1156.0
"What was the average household expenditure on Fish and seafood for Population centre 250,000 to 499,999 in 2021?",$197.0
"What was the average household expenditure on Non-alcoholic beverages and other food products for Population centre 250,000 to 499,999 in 2021?",$1784.0
"What was the average household expenditure on Ready-to-cook meal delivery services for Population centre 250,000 to 499,999 in 2021?",$nan
"What was the average household expenditure on Food purchased from restaurants for Population centre 250,000 to 499,999 in 2021?",$2341.0
"What was the average household expenditure on Restaurant meals for Population centre 250,000 to 499,999 in 2021?",$2099.0
"What was the average household expenditure on Restaurant snacks and beverages for Population centre 250,000 to 499,999 in 2021?",$242.0
"What was the average household expenditure on Shelter for Population centre 250,000 to 499,999 in 2021?",$21642.0
"What was the average household expenditure on Principal accommodation for Population centre 250,000 to 499,999 in 2021?",$20058.0
"What was the average household expenditure on Rented living quarters for Population centre 250,000 to 499,999 in 2021?",$3926.0
"What was the average household expenditure on Rent for Population centre 250,000 to 499,999 in 2021?",$3808.0
"What was the average household expenditure on Tenants' repairs and improvements for Population centre 250,000 to 499,999 in 2021?",$18.0
"What was the average household expenditure on Tenants' insurance premiums for Population centre 250,000 to 499,999 in 2021?",$78.0
"What was the average household expenditure on Parking at rented living quarters (excluding amounts reported with rent) for Population centre 250,000 to 499,999 in 2021?",$22.0
"What was the average household expenditure on Owned living quarters for Population centre 250,000 to 499,999 in 2021?",$13145.0
"What was the average household expenditure on Mortgage paid for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$7171.0
"What was the average household expenditure on Repairs and maintenance for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$1020.0
"What was the average household expenditure on Condominium fees for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$468.0
"What was the average household expenditure on Property and school taxes for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$2615.0
"What was the average household expenditure on Homeowners' insurance premiums for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$1071.0
"What was the average household expenditure on Other expenditures for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$800.0
"What was the average household expenditure on Commissions for sale of real estate owned by the household for Population centre 250,000 to 499,999 in 2021?",$nan
"What was the average household expenditure on Legal fees related to owned living quarters for Population centre 250,000 to 499,999 in 2021?",$81.0
"What was the average household expenditure on Mortgage insurance premiums for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$222.0
"What was the average household expenditure on Registration fees, renewal fees and early renewal or closing penalties for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$55.0
"What was the average household expenditure on Transfer taxes and land registration fees for owned living quarters for Population centre 250,000 to 499,999 in 2021?",$225.0
"What was the average household expenditure on All other expenses related to owned living quarters (excluding repairs and maintenance) for Population centre 250,000 to 499,999 in 2021?",$nan
"What was the average household expenditure on Water, fuel and electricity for principal accommodation for Population centre 250,000 to 499,999 in 2021?",$2986.0
"What was the average household expenditure on Water and sewage for principal accommodation for Population centre 250,000 to 499,999 in 2021?",$675.0
"What was the average household expenditure on Electricity for principal accommodation for Population centre 250,000 to 499,999 in 2021?",$1475.0
"What was the average household expenditure on Natural gas for principal accommodation for Population centre 250,000 to 499,999 in 2021?",$615.0
"What was the average household expenditure on Other fuel for principal accommodation for Population centre 250,000 to 499,999 in 2021?",$222.0
