question,answer
Tell me about Yuk Yuk's Comedy Club.,"Yuk Yuk's Comedy Club is located at 2837 Cambie St, Vancouver, BC, V5Z 3Y8. It is in the Fairview area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It has 150 seats. It is currently active. You can find more information at: http://www.yukyuks.com."
Tell me about 15th Field Artillery Regiment Museum and Archives.,"15th Field Artillery Regiment Museum and Archives is located at 2025 W 11th Av, Vancouver, BC, V6J 2C7. It is in the Kitsilano area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.memorybc.ca/museum-of-15th-field-artillery-regiment."
Tell me about 222 E Georgia Studios.,"222 E Georgia Studios is located at 222 E Georgia St, Vancouver, BC, V6A 1Z7. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://projectspace.ca/blog/."
Tell me about Aberthau Mansion/West Point Grey Community Centre.,"Aberthau Mansion/West Point Grey Community Centre is located at 4397 W 2nd Av, Vancouver, BC, V6R 1K4. It is in the West Point Grey area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active."
Tell me about Actorium.,"Actorium is located at 2910 Commercial Dr, Vancouver, BC, V5N 4C9. It is in the Kensington-Cedar Cottage area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: https://actorium.ca/."
Tell me about AHVA Gallery.,"AHVA Gallery is located at 6398 University Blvd, Vancouver, BC, V6T 1Z4. It is in the UBC area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://gallery.ahva.ubc.ca/about/."
Tell me about Al Mozaico Flamenco Dance Academy.,"Al Mozaico Flamenco Dance Academy is located at 677 Davie St, Vancouver, BC, V6B 2G6. It is in the Downtown area. It is a Educational primarily used for Educational Institution. The space is owned by Non-Profit. It is currently active. You can find more information at: http://www.mozaicoflamenco.com/."
Tell me about Arts Club Theatre - Backstage Lounge.,"Arts Club Theatre - Backstage Lounge is located at 1585 Johnston St, Vancouver, BC, V6H 3R9. It is in the Fairview area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Government. It has 60 seats. It is currently active. You can find more information at: www.thebackstagelounge.com."
Tell me about Arts Factory.,"Arts Factory is located at 281 Industrial Av, Vancouver, BC, V5A 2P2. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://www.artsfactorysociety.ca/."
Tell me about Artspeak Gallery.,"Artspeak Gallery is located at 233 Carrall St, Vancouver, BC, V6B 2J2. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Non-Profit. It is currently active. You can find more information at: www.artspeak.ca/?."
Tell me about Astorino's Hall.,"Astorino's Hall is located at 1739 Venables St, Vancouver, BC, V5L 2H3. It is in the Grandview-Woodland area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.safeamp.org/events/astorinos.html."
Tell me about Back Gallery Project.,"Back Gallery Project is located at 602 E Hastings St, Vancouver, BC, V6A 1R1. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.backgalleryproject.com/."
Tell me about BAF Gallery.,"BAF Gallery is located at 258 E 1st Av, Vancouver, BC, V5T 1A6. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.burrardarts.org/about.html."
Tell me about Bau-Xi Gallery.,"Bau-Xi Gallery is located at 3045 Granville St, Vancouver, BC, V6H 3J9. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.bau-xi.com."
Tell me about BC Place Stadium.,"BC Place Stadium is located at 777 Pacific Blvd, Vancouver, BC, V6B 4Y8. It is in the Downtown area. It is a Community Space primarily used for Arena/Stadium. The space is owned by Privately Owned. It is currently active. You can find more information at: www.bcplacestadium.com."
Tell me about Beau Photo Supplies.,"Beau Photo Supplies is located at 1520 W 6th Av, Vancouver, BC, V6J 1R2. It is in the Fairview area. It is a Other primarily used for Retail. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.beauphoto.com/."
Tell me about Britannia Community Services Centre Society.,"Britannia Community Services Centre Society is located at 1661 Napier St, Vancouver, BC, V5L 4X4. It is in the Grandview-Woodland area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.britanniacentre.org."
Tell me about Bruhanski Acting Studio.,"Bruhanski Acting Studio is located at 164 E 11th Av, Vancouver, BC, V5T 2C2. It is in the Mount Pleasant area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: http://bruhanski.com/."
Tell me about Cafe Deux Soleils.,"Cafe Deux Soleils is located at 2096 Commercial Dr, Vancouver, BC, V5N 4B2. It is in the Grandview-Woodland area. It is a Cafe/Restaurant/Bar primarily used for Cafe/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: www.cafedeuxsoleils.com/?."
Tell me about Canadian Memorial United Church and Centre for Peace.,"Canadian Memorial United Church and Centre for Peace is located at 1825 W 16th Av, Vancouver, BC, V6J 2M3. It is in the Kitsilano area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It has 100 seats. It is currently active. You can find more information at: http://canadianmemorial.org/."
Tell me about Carnegie Centre Theatre.,"Carnegie Centre Theatre is located at 401 Main St, Vancouver, BC, V6A 2T7. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/carnegie-community-centre.aspx."
Tell me about Centre A - Centre For Contemporary Asian Art.,"Centre A - Centre For Contemporary Asian Art is located at 205-268 Keefer St, Vancouver, BC, V6A 1X6. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://centrea.org."
Tell me about Centre for Digital Media.,"Centre for Digital Media is located at 685 Great Northern Way, Vancouver, BC, V5T 0C6. It is in the Strathcona area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active. You can find more information at: http://www.gnwshop.ca,http://www.gnwc.ca/."
Tell me about Chan Centre for The Performing Art - Concert Hall.,"Chan Centre for The Performing Art - Concert Hall is located at 6265 Crescent Rd, Vancouver, BC, V6T 1Z1. It is in the UBC area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 1369 seats. It is currently active. You can find more information at: http://www.chancentre.com."
Tell me about Chan Centre For The Performing Art - Glass Lobby.,"Chan Centre For The Performing Art - Glass Lobby is located at 6265 Crescent Rd, Vancouver, BC, V6T 1Z1. It is in the UBC area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Government. It has 60 seats. It is currently active. You can find more information at: http://www.chancentre.com."
Tell me about Chapel Arts.,"Chapel Arts is located at 305 Dunlevy St, Vancouver, BC, V6A 3Y4. It is in the Strathcona area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It is currently active. You can find more information at: www.chapelarts.com?."
Tell me about Chinese Cultural Centre.,"Chinese Cultural Centre is located at 50 E Pender St, Vancouver, BC, V6A 3V6. It is in the Downtown area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.cccvan.com?."
Tell me about Chinese Cultural Centre Museum and Archives.,"Chinese Cultural Centre Museum and Archives is located at 555 Columbia St, Vancouver, BC, V6A 4H5. It is in the Downtown Eastside area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active."
Tell me about Christ Church Cathedral.,"Christ Church Cathedral is located at 690 Burrard St, Vancouver, BC, V6C 2L1. It is in the Downtown area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It is currently active. You can find more information at: http://www.cathedral.vancouver.bc.ca/."
Tell me about City of Vancouver Artist Studio.,"City of Vancouver Artist Studio is located at 2050 Scotia St, Vancouver, BC, V5T 4T1. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by City of Vancouver. It is currently active. You can find more information at: https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx."
Tell me about City of Vancouver Artist Studio.,"City of Vancouver Artist Studio is located at 272 E 4th Av, Vancouver, BC, V5T 4S2. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Artist Studio with Residence. The space is owned by City of Vancouver. It is currently active. You can find more information at: https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx."
Tell me about City of Vancouver Artist Studio.,"City of Vancouver Artist Studio is located at 485 W 8th Av, Vancouver, BC, V5Y 3Z5. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Artist Studio with Residence. The space is owned by Privately Owned. It is currently active. You can find more information at: https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx."
